Partner IID;Gender;Age;Field of study;Field coded;Undergraduate;Median SAT score;Tuition;Race;Importance of race;Importance of religion;From;Zip code;Median income;Goal for the evening;Frequency of dates;Frequency of going out;Intended career;Career code;Interest in playing sports;Interest in watching sports;Interest in bodybuilding and exercices;Interest in dining;Interest in museums;Interest in art;Interest in hiking/camping;Interest in gaming;Interest in clubbing;Interest in reading;Interest in tv;Interest in theater;Interest in movies;Interest in concerts;Interest in music;Interest in shopping;Interest in yoga;How happy do you expect to be;Expected number of interested people;Looking for attractive (before evening);Looking for sincere (before evening);Looking for intelligent (before evening);Looking for fun (before evening);Looking for ambitious (before evening);Looking for shared interests (before evening);Other peers importance for attractive (before evening);Other peers importance for sincere (before evening);Other peers importance for intelligent (before evening);Other peers importance for fun (before evening);Other peers importance for ambitious (before evening);Other peers importance for shared interests (before evening);Opposite sex importance for attractive (before evening);Opposite sex importance for sincere (before evening);Opposite sex importance for intelligent (before evening);Opposite sex importance for fun (before evening);Opposite sex importance for ambitious (before evening);Opposite sex importance for shared interests (before evening);How attractive do you think you are (before evening);How sincere do you think you are (before evening);How fun do you think you are (before evening);How intelligent do you think you are (before evening);How ambitious do you think you are (before evening);How attractive do you think you are perceived (before evening);How sincere do you think you are perceived (before evening);How intelligent do you think you are perceived (before evening);How fun do you think you are perceived (before evening);How ambitious do you think you are perceived (before evening);How important is attractiveness (mid evening);How important is sincerity (mid evening);How important is intelligence (mid evening);How important is fun (mid evening);How important is ambition (mid evening);How important is shared interests (mid evening);Self rating of attractiveness (mid evening);Self rating of sincerity (mid evening);Self rating of intelligence (mid evening);Self rating of fun (mid evening);Self rating of ambition (mid evening);Satisfaction of people met;4 minutes is;Number of dates you had was;Importance of attractiveness in decision (after event);Importance of sincerity in decision (after event);Importance of intelligence in decision (after event);Importance of fun in decision (after event);Importance of ambition in decision (after event);Importance of shared interests in decision (after event);Looking for attractive (after event);Looking for sincere (after event);Looking for intelligent (after event);Looking for fun (after event);Looking for ambitious (after event);Looking for shared interests (after event);Other peers importance for attractive (after event);Other peers importance for sincere (after event);Other peers importance for intelligent (after event);Other peers importance for fun (after event);Other peers importance for ambitious (after event);Other peers importance for shared interests (after event);Opposite sex importance for attractive (after event);Opposite sex importance for sincere (after event);Opposite sex importance for intelligent (after event);Opposite sex importance for fun (after event);Opposite sex importance for ambitious (after event);Opposite sex importance for shared interests (after event);How attractive do you think you are (after event);How sincere do you think you are (after event);How intelligent do you think you are (after event);How fun do you think you are (after event);How ambitious do you think you are (after event);How attractive do you think you are perceived (after event);How sincere do you think you are perceived (after event);How intelligent do you think you are perceived (after event);How fun do you think you are perceived (after event);How ambitious do you think you are perceived (after event);How many have you called;How many called you;Have you been on a date with a match?;With how many matches;How many dates?;Looking for attractive (follow up);Looking for sincere (follow up);Looking for intelligent (follow up);Looking for fun (follow up);Looking for ambitious (follow up);Looking for shared interests (follow up);Importance of attractiveness in decision (follow up);Importance of sincerity in decision (follow up);Importance of intelligence in decision (follow up);Importance of fun in decision (follow up);Importance of ambition in decision (follow up);Importance of shared interests in decision (follow up);Other peers importance for attractive (follow up);Other peers importance for sincere (follow up);Other peers importance for intelligent (follow up);Other peers importance for fun (follow up);Other peers importance for ambitious (follow up);Other peers importance for shared interests (follow up);Opposite sex importance for attractive (follow up);Opposite sex importance for sincere (follow up);Opposite sex importance for intelligent (follow up);Opposite sex importance for fun (follow up);Opposite sex importance for ambitious (follow up);Opposite sex importance for shared interests (follow up);How attractive do you think you are (follow up);How sincere do you think you are (follow up);How intelligent do you think you are (follow up);How fun do you think you are (follow up);How ambitious do you think you are (follow up);How attractive do you think you are perceived (follow up);How sincere do you think you are perceived (follow up);How intelligent do you think you are perceived (follow up);How fun do you think you are perceived (follow up);How ambitious do you think you are perceived (follow up)
11;Male;27;Finance;Business/Econ/Finance;;;;European/Caucasian-American;7;3;Argentina;0;;Seemed like a fun night out;Once a month;Twice a month;Academia, Research, Banking, Life;Academic/Research;8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;7;3;35.00;20.00;20.00;20.00;0.00;5.00;;;;;;;25.00;5.00;20.00;20.00;25.00;5.00;8;9;7;8;5;;;;;;;;;;;;;;;;;7;Too much;;;;;;;;19.51;17.07;17.07;17.07;12.20;17.07;;;;;;;;;;;;;8;8;8;6;5;;;;;;0;0;;;;35.00;25.00;15.00;15.00;0.00;10.00;;;;;;;;;;;;;;;;;;;7;8;7;7;5;;;;;
12;Male;22;Law;Law;;;;European/Caucasian-American;1;1;England;14,850;29,237.00;Seemed like a fun night out;Several times a week;Several times a week;Corporate Lawyer;Lawyer;9;7;9;8;7;6;3;3;5;6;6;4;7;7;9;5;5;7;20;60.00;0.00;0.00;40.00;0.00;0.00;;;;;;;25.00;15.00;25.00;20.00;15.00;0.00;9;9;9;10;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Male;22;Law;Law;;;;Asian/Pacific Islander/Asian-American;3;5;Southern California;92,821;;To meet new people;Almost never;Several times a week;Lawyer;Lawyer;7;8;2;9;5;6;4;7;7;6;8;10;8;9;9;8;1;3;4;19.00;18.00;19.00;18.00;14.00;12.00;;;;;;;20.00;16.00;16.00;18.00;16.00;14.00;4;7;8;8;3;;;;;;;;;;;;;;;;;10;Just Right;Too few;;;;;;;20.00;20.00;20.00;20.00;7.50;12.50;;;;;;;;;;;;;3;7;7;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Male;23;Law;Law;;;;European/Caucasian-American;1;1;Cincinnati, Ohio;45,243;56,580.00;To meet new people;Twice a month;Several times a week;Corporate attorney;Lawyer;10;6;8;8;3;3;10;8;8;6;7;3;10;6;8;6;1;8;15;30.00;5.00;15.00;40.00;5.00;5.00;;;;;;;20.00;15.00;20.00;20.00;5.00;20.00;9;9;9;9;9;;;;;;;;;;;;;;;;;6;Just Right;;;;;;;;20.00;14.29;17.14;22.86;14.29;11.43;;;;;;;;;;;;;9;9;9;9;9;;;;;;1;1;;;;30.00;10.00;20.00;30.00;5.00;5.00;;;;;;;;;;;;;;;;;;;9;9;9;9;9;;;;;
15;Male;24;Law;Law;;;;Latino/Hispanic American;3;1;Miami;33,183;36,782.00;Seemed like a fun night out;Twice a month;Several times a week;Lawyer;Lawyer;9;7;9;7;4;3;6;7;9;8;6;9;9;6;7;2;1;5;9;30.00;10.00;20.00;10.00;10.00;20.00;;;;;;;20.00;20.00;20.00;20.00;10.00;10.00;7;7;7;9;9;;;;;;;;;;;;;;;;;8;Too much;Too few;;;;;;;21.21;18.18;12.12;21.21;6.06;21.21;;;;;;;;;;;;;7;7;9;7;9;;;;;;3;0;;;;30.00;10.00;20.00;20.00;5.00;15.00;;;;;;;;;;;;;;;;;;;7;7;9;7;9;;;;;
16;Male;25;Business;Business/Econ/Finance;;;;European/Caucasian-American;9;2;Milan - Italy;26,900;;Seemed like a fun night out;Once a month;Several times a week;research/financial industry;Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin;7;2;6;7;7;7;5;5;5;8;3;7;8;7;8;6;1;7;10;50.00;0.00;30.00;10.00;0.00;10.00;;;;;;;50.00;5.00;30.00;5.00;5.00;5.00;6;6;8;8;6;;;;;;;;;;;;;;;;;7;Too much;Too few;;;;;;;19.51;14.63;17.07;17.07;14.63;17.07;;;;;;;;;;;;;6;7;8;8;7;;;;;;0;0;;;;50.00;0.00;20.00;10.00;10.00;10.00;;;;;;;;;;;;;;;;;;;6;6;8;8;8;;;;;
17;Male;30;political science;Political Science/International Affairs;;;;European/Caucasian-American;1;1;Georgia, USA;30,677;38,548.00;To get a date;Once a week;Twice a week;academics or journalism;Academic/Research;8;2;9;7;7;5;4;2;6;4;2;7;9;7;7;2;2;4;2;35.00;15.00;25.00;10.00;5.00;10.00;;;;;;;25.00;20.00;20.00;20.00;10.00;5.00;7;7;6;8;4;;;;;;;;;;;;;;;;;5;Just Right;Too many;;;;;;;30.00;16.67;20.00;20.00;6.67;6.67;;;;;;;;;;;;;6;7;8;5;7;;;;;;1;1;;;;40.00;20.00;25.00;5.00;5.00;5.00;;;;;;;;;;;;;;;;;;;7;8;8;6;6;;;;;
18;Male;27;Business;Business/Econ/Finance;;;;European/Caucasian-American;8;8;New York;10,028;52,010.00;Seemed like a fun night out;Several times a year;Several times a week;Financial Services;Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin;5;5;5;9;4;3;4;4;2;6;9;3;9;3;6;2;1;5;2;33.33;11.11;11.11;11.11;11.11;22.22;;;;;;;10.00;10.00;20.00;25.00;25.00;10.00;6;8;6;8;9;;;;;;;;;;;;;;;;;5;Too much;Too few;;;;;;;24.39;12.20;17.07;14.63;14.63;17.07;;;;;;;;;;;;;6;8;8;6;9;;;;;;1;0;;;;35.00;10.00;15.00;15.00;15.00;10.00;;;;;;;;;;;;;;;;;;;6;7;8;6;9;;;;;
19;Male;28;money;Business/Econ/Finance;;;;European/Caucasian-American;1;1;california;2,467;;Looking for a serious relationship;Several times a week;Several times a week;ceo;Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin;10;10;10;10;5;5;6;7;9;8;1;1;7;7;7;7;10;10;20;50.00;0.00;25.00;10.00;0.00;15.00;;;;;;;40.00;15.00;20.00;10.00;10.00;5.00;10;6;10;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Male;24;Finance;Business/Econ/Finance;;;;European/Caucasian-American;1;1;Washington DC;3,031;;Seemed like a fun night out;Several times a week;Several times a week;CEO;Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin;10;10;10;10;9;9;4;10;10;8;3;8;8;6;6;5;10;6;19;100.00;0.00;0.00;0.00;0.00;0.00;;;;;;;50.00;10.00;10.00;10.00;10.00;10.00;7;7;10;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Female;21;Operations Research;Engineering;;;;Asian/Pacific Islander/Asian-American;8;10;New Jersey;7,661;;Other;Almost never;Twice a month;Undecided;Undecided ;10;8;10;5;5;5;2;1;3;7;10;4;7;4;8;5;2;5;0;12.00;18.00;20.00;16.00;16.00;18.00;;;;;;;35.00;15.00;10.00;15.00;5.00;20.00;5;9;7;9;10;;;;;;;;;;;;;;;;;6;Just Right;Just right;;;;;;;20.00;15.00;20.00;15.00;10.00;20.00;;;;;;;;;;;;;6;9;9;7;10;;;;;;0;0;;;;15.00;20.00;20.00;20.00;10.00;15.00;;;;;;;;;;;;;;;;;;;5;9;9;7;9;;;;;
22;Female;27;TC (Health Ed);Education, Academia;;;;Black/African American;1;2;Ann Arbor, MI;48,104;28,418.00;Seemed like a fun night out;Several times a year;Twice a week;Informatics;Engineer;1;2;2;8;8;8;1;2;6;8;8;8;9;7;7;8;8;4;2;20.00;20.00;20.00;10.00;10.00;20.00;;;;;;;50.00;10.00;10.00;10.00;10.00;10.00;7;8;7;8;7;;;;;;;;;;;;;;;;;6;Just Right;Just right;;;;;;;20.00;20.00;10.00;20.00;10.00;20.00;;;;;;;;;;;;;6;7;7;7;7;;;;;;0;0;;;0;15.00;15.00;20.00;15.00;15.00;20.00;;;;;;;;;;;;;;;;;;;7;8;8;7;6;;;;;
23;Female;21;Psychology;Social Science, Psychologist;;;;Asian/Pacific Islander/Asian-American;9;6;Hong Kong;0;;Seemed like a fun night out;Several times a week;Several times a week;psychologist;Psychologist;2;2;3;9;7;6;6;7;7;10;9;10;10;10;10;10;3;5;3;10.00;20.00;40.00;10.00;10.00;10.00;;;;;;;40.00;5.00;20.00;20.00;5.00;10.00;5;8;6;7;8;;;;;;;;;;;;;;;;;7;Too much;Too many;;;;;;;10.00;10.00;30.00;20.00;10.00;20.00;;;;;;;;;;;;;5;7;7;6;7;;;;;;0;0;;;;25.00;10.00;30.00;15.00;10.00;10.00;;;;;;;;;;;;;;;;;;;5;7;8;6;8;;;;;
24;Female;27;social work;Social Work;;;;European/Caucasian-American;2;3;new york;11,561;43,185.00;To meet new people;Several times a year;Twice a month;health/nutrition oriented social worker;International/Humanitarian Affairs;10;1;10;9;6;6;10;6;3;6;1;6;9;8;8;6;7;5;3;10.00;20.00;20.00;15.00;20.00;15.00;;;;;;;35.00;10.00;15.00;20.00;10.00;10.00;7;9;9;8;8;;;;;;;;;;;;;;;;;3;Just Right;Too many;;;;;;;15.00;15.00;10.00;25.00;10.00;25.00;;;;;;;;;;;;;8;9;8;9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Female;25;Social Work;Social Work;;;;European/Caucasian-American;10;2;Iowa;52,803;23,152.00;Seemed like a fun night out;Once a month;Twice a week;Social Worker;International/Humanitarian Affairs;7;4;7;7;6;3;5;6;8;9;9;7;10;6;8;8;4;5;4;20.00;20.00;15.00;15.00;15.00;15.00;;;;;;;30.00;15.00;10.00;20.00;10.00;15.00;7;9;7;8;6;;;;;;;;;;;;;;;;;3;Too little;Too many;;;;;;;35.00;15.00;10.00;15.00;10.00;15.00;;;;;;;;;;;;;8;8;8;8;6;;;;;;0;0;;;;20.00;20.00;10.00;15.00;15.00;20.00;;;;;;;;;;;;;;;;;;;7;9;8;7;7;;;;;
26;Female;23;Social Work;Social Work;;;;European/Caucasian-American;2;4;California;94,596;43,664.00;Seemed like a fun night out;Once a month;Twice a week;Social work with children;International/Humanitarian Affairs;9;4;9;7;7;4;6;5;7;5;3;9;9;6;4;5;1;7;10;20.00;20.00;20.00;15.00;15.00;10.00;;;;;;;25.00;10.00;10.00;25.00;20.00;10.00;7;8;8;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Female;22;Speech Language Pathology;Social Science, Psychologist;;;;Latino/Hispanic American;1;5;Westchester, NY;10,523;48,441.00;Seemed like a fun night out;Several times a year;Twice a week;Speech Language Pathologist;International/Humanitarian Affairs;7;6;8;8;7;6;8;7;8;8;5;5;5;5;7;7;8;5;4;17.00;10.00;18.00;20.00;25.00;10.00;;;;;;;30.00;5.00;15.00;20.00;10.00;20.00;6;6;7;7;7;;;;;;;;;;;;;;;;;3;Too little;Too many;;;;;;;20.00;20.00;15.00;15.00;15.00;15.00;;;;;;;;;;;;;6;7;5;7;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Female;26;Speech Languahe Pathology;Social Science, Psychologist;;;;European/Caucasian-American;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Female;22;Social Work;Social Work;;;;European/Caucasian-American;4;5;Washington, DC;22,151;61,152.00;Seemed like a fun night out;Several times a year;Several times a week;Social Work Administration;International/Humanitarian Affairs;8;9;7;7;7;6;2;2;7;7;7;5;7;6;8;9;5;7;4;20.00;22.00;18.00;15.00;15.00;10.00;;;;;;;35.00;15.00;10.00;20.00;15.00;5.00;6;9;8;7;8;;;;;;;;;;;;;;;;;6;Just Right;Too many;;;;;;;35.00;20.00;15.00;20.00;10.00;0.00;;;;;;;;;;;;;7;8;6;7;7;;;;;;0;1;;;;40.00;20.00;15.00;15.00;5.00;5.00;;;;;;;;;;;;;;;;;;;7;9;7;7;7;;;;;
30;Female;23;Law;Law;;;;European/Caucasian-American;2;4;Boston;1,867;;Seemed like a fun night out;Almost never;Twice a week;Lawyer;Lawyer;5;6;8;7;4;4;2;1;7;8;5;7;7;7;9;6;4;3;2;10.00;20.00;20.00;20.00;20.00;10.00;;;;;;;35.00;5.00;15.00;20.00;10.00;15.00;7;8;9;8;8;;;;;;;;;;;;;;;;;3;Too little;Just right;;;;;;;20.00;15.00;15.00;20.00;10.00;20.00;;;;;;;;;;;;;6;8;8;9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Female;24;law;Law;;;;European/Caucasian-American;4;8;Washington, DC;13,413;36,485.00;Seemed like a fun night out;Twice a month;Once a week;law;Lawyer;3;3;7;10;7;7;7;2;6;6;8;8;8;6;7;10;6;5;4;35.00;10.00;20.00;20.00;10.00;5.00;;;;;;;40.00;10.00;10.00;25.00;5.00;10.00;8;8;9;8;9;;;;;;;;;;;;;;;;;4;Too little;Too few;;;;;;;50.00;5.00;5.00;25.00;5.00;10.00;;;;;;;;;;;;;8;6;8;8;8;;;;;;0;1;;;;35.00;5.00;20.00;20.00;15.00;5.00;;;;;;;;;;;;;;;;;;;8;6;8;8;9;;;;;
32;Female;27;Psychology;Social Science, Psychologist;;;;Asian/Pacific Islander/Asian-American;1;1;new jersey;8,820;;Seemed like a fun night out;Twice a month;Twice a week;Professor;Academic/Research;4;1;5;9;5;5;1;2;4;9;6;6;7;5;8;10;9;3;0;50.00;0.00;50.00;0.00;0.00;0.00;;;;;;;95.00;0.00;0.00;5.00;0.00;0.00;7;5;9;9;7;;;;;;;;;;;;;;;;;5;Just Right;Too many;;;;;;;75.00;10.00;15.00;0.00;0.00;0.00;;;;;;;;;;;;;7;5;9;9;9;;;;;;0;0;;;;50.00;0.00;30.00;20.00;0.00;0.00;;;;;;;;;;;;;;;;;;;7;8;10;8;9;;;;;
